time,x0,x1,x2,x3,x4,x5
4.93,3.022989195463937e-10,3.493501299420211e-10,4.769732567200595e-10,1.4494491584609673e-15,1.904605202396525e-08,1e-05
4.932,3.022196240459169e-10,3.4930406673532865e-10,4.768709298510368e-10,1.4489795577565382e-15,1.9046256678172895e-08,1e-05
4.934,3.0214037744965735e-10,3.492580259965268e-10,4.767686631203333e-10,1.4485096435770395e-15,1.904646121210422e-08,1e-05
4.936,3.020611797084073e-10,3.4921200773510683e-10,4.766664564834363e-10,1.4480395174300898e-15,1.9046665625848138e-08,1e-05
4.938,3.01982030994362e-10,3.4916601196817763e-10,4.765643101208414e-10,1.4475696875525035e-15,1.9046869919043155e-08,1e-05
4.94,3.0190293119537084e-10,3.4912003870306497e-10,4.764622239240678e-10,1.447100139822226e-15,1.9047074091906253e-08,1e-05
4.942,3.018238801992833e-10,3.490740879470945e-10,4.763601977846349e-10,1.4466308601172039e-15,1.9047278144654395e-08,1e-05
4.944,3.0174487789394875e-10,3.490281597075918e-10,4.76258231594062e-10,1.4461618343153832e-15,1.904748207750457e-08,1e-05
4.946,3.016659241672167e-10,3.489822539918825e-10,4.761563252438683e-10,1.4456930482947092e-15,1.904768589067374e-08,1e-05
4.948,3.0158701890693645e-10,3.489363708072921e-10,4.76054478625573e-10,1.4452244879331279e-15,1.9047889584378893e-08,1e-05
4.95,3.0150816235241615e-10,3.4889050996086104e-10,4.759526918819301e-10,1.4447563020929848e-15,1.9048093158334363e-08,1e-05
4.952,3.014293545929835e-10,3.488446713450989e-10,4.758509650484822e-10,1.4442885700851375e-15,1.904829661246899e-08,1e-05
4.954,3.0135059524646365e-10,3.4879885512120946e-10,4.757492978237266e-10,1.4438211525673287e-15,1.9048499947385923e-08,1e-05
4.956,3.0127188422999365e-10,3.4875306127982836e-10,4.756476901201177e-10,1.443354048999227e-15,1.9048703163260242e-08,1e-05
4.958,3.0119322146071053e-10,3.4870728981159116e-10,4.755461418501111e-10,1.4428872588405018e-15,1.9048906260267043e-08,1e-05
4.96,3.011146068557512e-10,3.4866154070713334e-10,4.754446529261615e-10,1.4424207815508224e-15,1.9049109238581423e-08,1e-05
4.962,3.0103604033225267e-10,3.486158139570907e-10,4.753432232607241e-10,1.4419546165898583e-15,1.904931209837846e-08,1e-05
4.964,3.009575218073519e-10,3.4857010955209854e-10,4.752418527662538e-10,1.4414887634172781e-15,1.9049514839833256e-08,1e-05
4.966,3.008790517495833e-10,3.485244272952026e-10,4.751405418128062e-10,1.4410232258234973e-15,1.9049717462205687e-08,1e-05
4.968,3.008006308573929e-10,3.4847876691123063e-10,4.75039290961238e-10,1.440558009404683e-15,1.9049919964374042e-08,1e-05
4.97,3.0072225803881707e-10,3.484331287341226e-10,4.7493809928656e-10,1.4400931056949012e-15,1.90501223481883e-08,1e-05
4.972,3.006439332293171e-10,3.4838751274827987e-10,4.748369667164343e-10,1.4396285142977432e-15,1.9050324613793147e-08,1e-05
4.974,3.005656563643543e-10,3.4834191893810397e-10,4.747358931785234e-10,1.4391642348168008e-15,1.9050526761333248e-08,1e-05
4.976,3.004874273793902e-10,3.482963472879965e-10,4.746348786004895e-10,1.438700266855665e-15,1.905072879095328e-08,1e-05
4.978,3.0040924620988616e-10,3.4825079778235857e-10,4.745339229099948e-10,1.4382366100179274e-15,1.9050930702797928e-08,1e-05
4.98,3.0033111279130347e-10,3.4820527040559183e-10,4.744330260347018e-10,1.437773263907179e-15,1.9051132497011857e-08,1e-05
4.982,3.002530270591035e-10,3.481597651420978e-10,4.743321879022729e-10,1.4373102281270123e-15,1.9051334173739752e-08,1e-05
4.984,3.001749889487478e-10,3.4811428197627783e-10,4.742314084403701e-10,1.4368475022810177e-15,1.9051535733126284e-08,1e-05
4.986,3.0009699839569763e-10,3.4806882089253345e-10,4.741306875766558e-10,1.436385085972787e-15,1.905173717531613e-08,1e-05
4.988,3.0001905533541434e-10,3.48023381875266e-10,4.740300252387924e-10,1.435922978805911e-15,1.9051938500453966e-08,1e-05
4.99,2.999411597033594e-10,3.479779649088769e-10,4.739294213544421e-10,1.4354611803839822e-15,1.905213970868446e-08,1e-05
